factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment
S. Suhi Ind. Park Knit Composite Ltd.,Knit,5.0,715.0,153,2000000,"T-Shirts ,Polo Shirts","Khalik Bhaban (4th & 5th Fl), 3B-4B, Darussalam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2008
S. Suhi Industrial Park Ltd.,Sweater,5.0,1100.0,450,100000,"Sweaters ,Pullovers ,Cardigans ,Jackets","Zamgara, Zirabo, Ashulia, Dhaka, Savar",Dhaka,Savar,2002
S.A. Apparel Ltd.,Woven,5.0,216.0,115,50000,"Shirts ,Jackets ,Pants","Golden Star Building, 176, Dewanhat, Chittagong","Golden Star Building, 176, Dewanhat",Chittagong,1999
S.A. Rahman Sweater Factory Ltd.,Sweater,5.0,820.0,400,75000,"Sweaters ,Pullovers ,Cardigans ,Vests","Gouripur, Ashulia, Dhaka, Savar",Dhaka,Savar,2002
S.B. Designs Ltd.,Knit,5.0,180.0,100,50000,"T-Shirts ,Jackets","1/F, Folder Street, Dhaka, Wari",Dhaka,Wari,1999
S.B. Fashion Garments Ltd.,Woven,5.0,300.0,125,30000,"Shirts ,Jackets ,Jogging Sets","1/F, Folder Street, Dhaka, Wari",Dhaka,Wari,1992
S.B. Fashions Garments,Woven,5.0,110.0,82,0,"Jackets ,Shirts","1/F, Folder Street, Dhaka, Wari",Dhaka,Wari,1998
S.F. Apparels Ltd.,Woven,5.0,1150.0,560,200000,"Shorts ,Trousers ,Bermuda ,Skirts","Nayabari (2nd & 3rd Floor), Kanchpur, Narayanganj, Sonargaon",Narayanganj,Sonargaon,1992
S.F. Denim Apparels Ltd.,Woven,5.0,2250.0,1300,400000,"Trousers ,Shorts ,Skirts ,Bermuda","430/431/B, Tejgaon I/A, Dhaka, Tejgaon",Dhaka,Tejgaon,1998
S.F. Fashion Wears Ltd.,Woven,5.0,1150.0,570,20000000,"Trousers ,Shorts ,Skirts ,Bermuda","Nayabari (2nd & 3rd Floor), Kanchpur, Narayanganj, Sonargaon",Narayanganj,Sonargaon,2003
S.F. Jeans Ltd.,Woven,5.0,1300.0,560,225000,"Shirts ,Pants","Karol Shurichala, Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2014
S.I. Knitting Ltd.,Knit,5.0,250.0,98,0,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # 26/1, Shataish Road, Gazipura I/A, Gazipur, Tongi",Gazipur,Tongi,2008
S.K.R. Attire Ltd.,Woven,5.0,240.0,120,60000,"Shirts ,Pants ,Jackets ,Trousers","1608/A, Rajakhali Road, Chaktai, Chittagong, Bakalia",Chittagong,Bakalia,2007
S.M.I. Productions (Pvt) Ltd.,Woven,5.0,250.0,162,40000,"Shirts ,Dresses ,Pants ,Trousers","Plot # 4-6, Road # 2, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1998
S.N. Sports Wear Ltd.,Woven,5.0,450.0,261,140000,"Shirts ,Boy's Shirts ,Girl's Shirts ,Polo Shirts","River City, 1676/G/1, Shah Amanat Connecting Road, Chittagong, Bakalia",Chittagong,Bakalia,2010
S.R.S. Fashions (Pvt.) Ltd.,Woven,5.0,400.0,210,36000,"Dresses ,Jackets ,Pants","Sarulia (West Tengra), Dhaka, Demra",Dhaka,Demra,1994
S.S. Cotton Fabrics Ltd.,Knit,5.0,320.0,120,300000,"T-Shirts ,Polo Shirts","191, Chowdhury Complex, Narayanganj, Masdair",Narayanganj,Masdair,1997
S.S. International (BD),Knit,5.0,100.0,125,200000,"T-Shirts ,Polo Shirts","191/1, South Bishil, Shomsher Super Market, Sec-1, Dhaka, Mirpur",Dhaka,Mirpur,2010
S.S. Sweater Ltd.,Sweater,5.0,570.0,450,75000,"Pullovers ,Cardigans ,Sweaters","124, Darail, Sataish, Gazipur, Tongi",Gazipur,Tongi,2004
S2L Fshions (Pvt.) Ltd.,Knit,5.0,450.0,339,204000,"Shirts ,Jackets ,T-Shirts","Sharifpur, Maleker Bari, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2012
SA Moon Fashions (Pvt) Ltd.,Woven,1.0,320.0,236,120000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","04 No. Ani Member Road, 46, Jamtola, Eidgha Road, Pagar, Tongi, Gazipur, Gazipur",Gazipur,Gazipur,2022
Saad Exim International Ltd.,Woven,1.0,2.0,223,150000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","317,Choydana, Gacha, National University, Gazipur, Gazipur",Gazipur,Gazipur,2023
Saad Musa Fabrics Ltd. (U-3),Woven,5.0,1600.0,800,350000,"Shirts ,Shorts ,Long Pants","Khaja Road, Kulgaon, Chittagong, Jalalabad",Chittagong,Jalalabad,2001
Saad Musa Fabrics Ltd. U-2 (Home Tex),Woven,5.0,250.0,196,0,"Bed Sheet ,Home Textile","Khaja Road, Kulgaon, Chittagong, Jalalabad",Chittagong,Jalalabad,2012
Saad Musa Hometex & Clothing Ltd.,Knit,5.0,900.0,650,850000,"Bed Sheet ,Pillow Case ,Pillow Cover","Khaja Road, Kulgaon, Chittagong, Jalalabad",Chittagong,Jalalabad,2006
Saad Saan Apparels Ltd.,Knit,5.0,5190.0,3025,46616000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Jamirdia, Habir Bari, Mymensingh, Valuka",Mymensingh,Valuka,2010
Saad Sewing Ltd.,Knit,5.0,220.0,52,20000,"T-Shirts ,Polo Shirts ,Tank Tops","Dharmaganj, Narayanganj, Fatullah",Narayanganj,Fatullah,1993
Saadatia Sweaters Ltd.,Sweater,5.0,1000.0,720,100000,Sweaters,"Samir Plaza, Ashulia Tongi Road, Jamgora, Dhaka, Savar",Dhaka,Savar,2005
Saasco Garments Ltd.,Woven,5.0,400.0,250,130000,"Pants ,Trousers ,Shorts","Plot # M-4/4, Road # 7, Section # 7, Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,1998
Saascotex (BD) Ltd.,Woven,5.0,550.0,340,130000,"Blouses ,Shirts ,T-Shirts ,Polo Shirts","Plot # 27, Holding # 1/A, Milk Vita Road, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1999
Sababa Apparels,Woven,5.0,1550.0,650,250000,"Jackets ,Pants ,Shorts ,Vests","Mulaid, Gazipur, Sreepur",Gazipur,Sreepur,2000
Sabarang Fashions Ltd.,Woven,5.0,530.0,228,62500,"Ladies Blouses ,Skirts ,Maxi ,Trousers","Plot # 85-88, Block - K, Rupnagar, Section # 2, Dhaka, Mirpur",Dhaka,Mirpur,2001
Sabit Sports Wear Ltd.,Woven,5.0,350.0,208,35000,"Pading Jackets ,Coveralls ,Swimming Shorts","Plot # 33/A/13/1, Satish Sarker Road, Gandaria, Dhaka, Sutrapur",Dhaka,Sutrapur,1998
Sadaf Fashions Ltd.,Woven,5.0,472.0,250,1000000,"Jackets ,Trousers ,Dresses ,Skirts","768, Askarabad, D.T. Road, Chittagong, North Agrabad",Chittagong,North Agrabad,1997
Sadia Apparels Ltd.,Knit,5.0,172.0,75,30000,"Shirts ,Blouses ,Trousers","House # 79, Block - C, Bir Uttam Ziaur Rahman Sarak, Dhaka, Banani",Dhaka,Banani,1993
Sadia Fashion Wears Ltd.,Woven,1.0,3.0,182,83000,"Shirt ,Pant ,Jacket ,T-Shirt","Talla Road, Khapur, Fatullah, Narayangonj, Narayangonj",Narayangonj,Narayangonj,2022
Sadia Garments Ltd.,,,,0,30000,"Shirts ,Ladies Blouses ,Fashion Wears ,Dress Shirts","390/3/C, West Rampura, Dhaka-1219., Dhaka, Dhaka",Dhaka,Dhaka,2020
Sadma Fashion Wear Ltd.,Knit,5.0,850.0,363,400000,"T-Shirts ,Polo Shirts ,Jackets ,Tank Top","Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2002
Sadman Fashion Ltd.,Knit,1.0,175.0,112,150000,"T-Shirt ,Polo Shirt","Plot # 12, Road # 1, Section # 7(I/A), Pallabi, Mirpur, Dhaka, Dhaka",Dhaka,Dhaka,2022
Safa Knit Wear Ltd.,Woven,5.0,700.0,300,300000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","M.S. Tower-03, Siddirganj Pool, Narayanganj, B. Baria",Narayanganj,B. Baria,2014
Safaa Sweaters Ltd.,Sweater,5.0,742.0,510,100000,"Sweaters ,Cardigans","Jamgora (4th - 7th Floor), Gachirchat, Dhaka, Savar",Dhaka,Savar,2007
Safwan Fashions Ltd.,Sweater,5.0,100.0,127,0,Sweater,"Shilmandi, Narsingdi, Narsingdi Sadar",Narsingdi,Narsingdi Sadar,2016
Safwan Garments Ltd.,Woven,5.0,307.0,143,70000,"Shirts ,Pants ,Shorts","541, Para Doger, Shahjalal Road, Dhaka, Demra",Dhaka,Demra,2009
Sag Fashion Ltd.,Woven,1.0,800.0,421,166666,"T-Shirts ,Polo Shirts ,Hoodie ,Shirt","637/929, Boro Deora, Gazipur, Gazipur",Gazipur,Gazipur,2006
Sagacious Fashions Ltd.,Knit,5.0,350.0,100,72020000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","74/1, Deger Chala, Gazipur, National University",Gazipur,National University,2016
Sahaba Yarn Ltd.,Sweater,5.0,120.0,200,8333,Sweater,"5, Bishuya Kuribari, Mirzapur Union, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2014
Saiham Knit Composite Ltd.,Woven,1.0,11000.0,8500,180000,"All kind of knitted & Woven Tops ,Mens Wear ,Ladies Wear","Saiham Nagar, Hobiganj, Hobigonj",Hobiganj,Hobigonj,2012
Sailor Moon Sweater Ltd.,Sweater,5.0,600.0,606,50000,Sweaters,"Vogra, Gazipur Sadar, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2012
Sainik Knit Composite Ltd.,Knit,5.0,150.0,150,22000,"T-Shirts ,Polo Shirts","Rajabari, Bimail, Gazipur, Konabari",Gazipur,Konabari,2011
Saint Garments Ltd.,Woven,5.0,300.0,120,49400,"Shirts ,Pants ,Shorts ,Jackets","Jaks Shopping Complex, 316, SK. Mojib Road, Chittagong, Agrabad",Chittagong,Agrabad,1986
Saj Knit Designs Ltd.,Woven,1.0,4.0,186,600000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","1670/2091, West Sholoshohor Aturer Dipu, Baizid, Chattogram, Chittagong",Chattogram,Chittagong,2022
Sajib Fashion Wear Ltd.,Woven,5.0,350.0,205,20000,"Paded Jackets ,Coveralls ,Swimming Shorts","Plot # 33/A/13/1, Satish Sarker Road, Gandaria, Dhaka, Sutrapur",Dhaka,Sutrapur,2003
Sajib Knitwear & Garments Ltd.,Knit,5.0,935.0,528,468000,"T-Shirts ,Sweaters","Tatki, Tarabo, Narayanganj, Rupganj",Narayanganj,Rupganj,1993
Sajukin Apparels Ltd.,Woven,5.0,500.0,100,150000,"Shirts ,Trousers ,Pants ,Shorts","144, Mirash Para, Arichpur, BSCIC, Gazipur, Tongi",Gazipur,Tongi,2011
Sakib Garments Ltd.,Woven,5.0,700.0,270,5000000,"Pants ,Trousers ,Shorts","Plot # 25 & 26, Road # 1, Block - Kha, Section # 10, Dhaka, Mirpur",Dhaka,Mirpur,2010
Sakoatex Ltd.,Sweater,5.0,100.0,1063,221000,Sweater,"Plot # A-280-290, B-275-277, BSCIC I/E, Rajshahi, Boalia",Rajshahi,Boalia,2015
Salam Apparels Ltd.,Woven,5.0,495.0,279,50000,"Pants ,Swim Wears ,Jackets ,Trousers","A/3 BSCIC I/A, Sagarica Road, Chittagong, Pahartali",Chittagong,Pahartali,2000
Saleheen Apparels Ltd.,Knit,5.0,200.0,152,184000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Palli Biddut Moor, Molied, Mawna, Gazipur, Sreepur",Gazipur,Sreepur,2016
Salek Textile Ltd.,Woven,5.0,800.0,330,250000,"Shirts ,Pants","Kunia, Targas, Gazipur, B. Baria",Gazipur,B. Baria,2014
Salim & Brothers Ltd.,Woven,5.0,1020.0,600,105500,"Jackets ,Pants ,Swim Wears ,Trousers","A/3 BSCIC I/A, Sagarica Road, Chittagong, Pahartali",Chittagong,Pahartali,1987
Salim & Brothers Ltd. (U-2),Knit,5.0,1500.0,852,480000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","C/8, 9, 10 BSCIC I/E, Sagarika Road, Chittagong","C/8, 9, 10 BSCIC I/E, Sagarika Road",Chittagong,2008
Salma Fashion Wear Ltd.,Knit,5.0,219.0,175,50000,"Shirts ,Pants ,Jackets ,Trousers","96, Darus Salam Road, Dhaka, Mirpur",Dhaka,Mirpur,2000
Salman Adnan (Pvt.) Ltd.,Woven,5.0,580.0,216,60000,"Jackets ,Trousers ,Shorts","35 B-1, Indira Road, Dhaka, B. Baria",Dhaka,B. Baria,1992
SAM Sweaters Ltd.,Sweater,5.0,766.0,580,105000,"Sweaters ,Pullovers ,Cardigans ,Vests","1/11, Khortoil, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2004
Samad Sweaters Ltd.,Sweater,5.0,850.0,700,70000,"Sweaters ,Cardigans ,Pullovers","Kalmeshwar (Battala Road), Board Bazar, National University, Gazipur","Kalmeshwar (Battala Road), Board Bazar, National University",Gazipur,2009
Samar Fashion Tex Ltd.,Woven,5.0,520.0,232,100000,"Shirts ,Pants ,Trousers ,Skirts","Ja-88, Middle Badda, Dhaka, Badda",Dhaka,Badda,2004
Samia Garments (Pvt) Ltd.,Woven,5.0,178.0,120,0,"Shirts ,Jackets ,Pants ,Shorts","RS # 39-40, East Sadarpur, Ashulia, Dhaka, Savar",Dhaka,Savar,2007
Samim Fashion Ltd.,Knit,1.0,170.0,180,60000,"T-shirts ,Pants ,Joker Pant ,Girls Top","BFDC Road, Moizzar Teck, Charlakkya, Chittagong, Chittagong",Chittagong,Chittagong,2014
Samin Wintermate Ltd.,Sweater,5.0,800.0,400,100000,"Sweaters ,Pullovers ,Mafters ,Cardigans","Plot # 356, Sharifpur, National University, Gazipur","Plot # 356, Sharifpur, National University",Gazipur,2003
Sammart Fashion (BD) Limited,Knit,1.0,2.0,150,,,"Kylghan, Jalalabad, Hathazari Road, Chattogram, Kylghan, Jalalabad, Hathazari Road, Chattogram, Chittagong","Kylghan, Jalalabad, Hathazari Road, Chattogram",Chittagong,2021
Sample Collection Composite,Woven,1.0,1.0,89,5000,"Shirt ,Pant ,Trouser ,T-Shirt","Plot # A-57, Bscic, Shasongoon, Enayetnagar, Fatullah, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2022
Samrana Enterprise Ltd.,Woven,5.0,198.0,99,100000,"Children Wears ,Fleece Jackets ,Trousers","127, Motijheel C/A(3rd floor), Dhaka, Motijheel",Dhaka,Motijheel,1992
Sams Attire Ltd.,Woven,5.0,1974.0,1116,400000,"Ladies Pants ,Shortalls ,Skirts","Bhuiyan Tower, Plot # 10, Jamgora, Ashulia Road, Dhaka, Dhaka",Dhaka,Dhaka,2004
Sams Dresses Ltd.,Woven,5.0,433.0,223,75000,"Shirts ,Pants ,Jackets","75, Agrabadh C/A, Hossain Court (3rd Floor), Chittagong","75, Agrabadh C/A, Hossain Court (3rd Floor)",Chittagong,1992
Samsons Sweaters Ltd.,Sweater,5.0,1200.0,500,100000,Sweaters,"Tarabo, Narayanganj, Rupganj",Narayanganj,Rupganj,1993
Samytex Industries Ltd.,Sweater,5.0,650.0,300,162500,Sweater,"Taper Bari, Telihati, Gazipur, Gazipur",Gazipur,Gazipur,2016
San Apparels Ltd.,Knit,5.0,2000.0,720,300000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Amtoil, Millennium Castle, Magura, Sreepur",Magura,Sreepur,2014
Sandwip Fashions Ltd.,Sweater,5.0,600.0,250,0,"Shirts ,Jackets ,Jumpers","271, Tejgaon I/A, Dhaka, Tejgaon",Dhaka,Tejgaon,1994
Sanguine Apparels Ltd.,Woven,5.0,0.0,450,39700,"Panty ,Bra ,T-Shirts ,Jacket","1676/A, Rajakhali, Karnaphuli Bridge Link Road, Chittagong, Chittagong",Chittagong,Chittagong,2007
Sans Textile Ltd.,Woven,1.0,,305,6912000,,"213, 214 Kathuriachala, Vannara, Mouchak, Kaliakoir, Gazipur, Gazipur, Gazipur",Gazipur,Gazipur,2021
Santex Knitwears Ltd.,Knit,5.0,850.0,491,200000,"Jackets ,Cargo Pants ,Polo Shirts ,Shirts","A.K. Tower (1st - 3rd Floor), 6/A, CDA Marekt, Chittagong, Pahartoli",Chittagong,Pahartoli,2007
"Santic (Bangladesh) Co., Ltd.",Woven,1.0,2.0,1557,1000000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Aukpara, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023
Sany Industry & Business Ltd.,Woven,5.0,300.0,125,40000,"Shorts ,Jogging Suits","Raj Fulbaria, Dhaka, Savar",Dhaka,Savar,1996
SAR International Clothing,Woven,5.0,723.0,466,300000,"Shirts ,Pants ,Trousers ,Jacket","South Gazirchat, Alia Madrasha, Ashulia, Dhaka, Dhaka",Dhaka,Dhaka,2012
Sara Fashion Wear Ltd.,Knit,5.0,350.0,276,60000,"T-Shirts ,Polo Shirts","Ambag west Para, Gazipur, Konabari",Gazipur,Konabari,2014
Sarada Knit Wear Ltd.,Knit,5.0,350.0,112,375000,"T-Shirts ,Polo Shirts","56, S.M. Maleh Road, Narayanganj, Tanbazar",Narayanganj,Tanbazar,2014
Sarah Knit Wear,Knit,5.0,220.0,75,150000,"T-Shirts ,Polo Shirts ,Tank Top","32, Rajar Duri, Dhaka","32, Rajar Duri,",Dhaka,2010
Sark Knitwear Ltd.,Knit,5.0,650.0,257,3200000,"T-Shirts ,Polo Shirts ,Sweat Shirts ,Pants","Samair, Birolia, Dhaka, Savar",Dhaka,Savar,1998
Sarker Knitwear Ltd.,Knit,5.0,65.0,65,195000,"T-Shirts ,Polo Shirts","Mouza-Shahpur, Tangail, Ghatail",Tangail,Ghatail,2015
SAS Fashion Wear Ltd.,Woven,5.0,820.0,352,210000,"Shirts ,Pants","1, DIT Market Building (2nd Floor), Dhaka, Kawran Bazar",Dhaka,Kawran Bazar,2000
Satabdi Garments Ltd.,Woven,5.0,308.0,158,30000,"Jackets ,Pants ,Jogging Suits","70, Muradpur, Chittagong","70, Muradpur,,",Chittagong,1985
Sattar Textile Mills Ltd.,Woven,5.0,208.0,60,0,Fabrics,"Chandora, Shafipur, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2004
Saturn Textiles Ltd.,Woven,5.0,27772.0,2110,770000,"T-Shirts ,Polo Shirts ,Trousers ,Shorts","13/1, Abdus Sattar Road, West Gazipura, Gazipur, B. Baria",Gazipur,B. Baria,2007
Savannah Apparels Ltd.,Knit,5.0,230.0,100,100000,"Denim ,Shorts ,Polar Fleece","1170/B, Shah Amanat Shetu Road, East Sholashahar, Chittagong, Bahadderhat",Chittagong,Bahadderhat,2001
Savannah Fashion Ltd.,Knit,5.0,450.0,200,20000,"Denim ,Shorts ,Polo Shirts","1170/B, Shah Amanat Shetu Road, East Sholashahar, Chittagong, Bahadderhat",Chittagong,Bahadderhat,2008
Savar Shirts Ltd.,Woven,5.0,767.0,347,150000,"Shirts ,Pants ,Jackets ,T-Shirts","89, Berulia Road (5th Floor), Tati, Dhaka, Savar",Dhaka,Savar,2006
Savar Sportswear Co. Ltd.,Woven,5.0,771.0,748,7500,"Jackets ,Pants ,Ski wears","1-4, 8-16 DEPZ, Dhaka, Savar",Dhaka,Savar,1997
Savar Sweaters Ltd.,Sweater,5.0,1448.0,1106,25000,Sweaters,"FIDC Road, 10-P Kalurghat I/A, Chittagong, Chittagong",Chittagong,Chittagong,2006
Savar Textiles Ltd.,Knit,5.0,350.0,275,366102,Socks MLC,"Aicha Noadda, Dhaka, Savar",Dhaka,Savar,1995
Saville Row Ltd.,Woven,5.0,494.0,584,75000,"Pants ,Trousers ,Skirts ,Jackets","Deowalia Bari, Gazipur, Konabari",Gazipur,Konabari,2002
Sawda Fashion,Knit,1.0,301.0,97,1250000,"T-Shirt ,Polo Shirt","Plot # M-01, Road # Lake View Eastern Housing, Rupnagar, Mirpur-12, Dhaka, Dhaka",Dhaka,Dhaka,2022
Sawftex Limited,Knit,5.0,480.0,200,800000,"T-Shirts ,Polo Shirts","Bhangahati, Gazipur, Sreepur",Gazipur,Sreepur,2012
Sayam Knit Fab,Knit,5.0,200.0,100,600000,"T-Shirts ,Polo Shirts","A/88, BSCIC I/A, Narayanganj, Fatullah",Narayanganj,Fatullah,2014
Saybolt Tex Ltd.,Knit,5.0,480.0,350,350000,"T-Shirts ,Polo Shirts ,Denim Pants","Saybolt Building, EPZ Road, Ashulia, Dhaka, Savar",Dhaka,Savar,2009
Sayem Fashions Ltd.,Sweater,5.0,1100.0,791,145850,"Pullovers ,Cardigans ,Scarf ,Tops","Kamarjuri, National University, Gazipur, Board Bazar",Gazipur,Board Bazar,2003
Saz Fashion Limited,Woven,5.0,350.0,112,30000,"Shirts ,Jackets ,Shorts ,Pants","Hossain Complex (3rd Floor), 1956/A, Airport Road, Chittagong, Chittagong",Chittagong,Chittagong,1998
Sazu Sweaters Ltd.,Sweater,5.0,800.0,500,533400,Sweater,"Jarun, Gazipur, Konabari",Gazipur,Konabari,2013
SB Knitex Ltd.,Knit,5.0,250.0,150,80000,"T-Shirts ,Polo Shirts","13/16, Pallabi, Pallabi Shopping Center (5th Fl), Dhaka, Mirpur",Dhaka,Mirpur,2012
Scandex (BD) Ltd.,Sweater,5.0,800.0,1000,100000,"Sweaters ,Cardigans ,Pullovers","87, Beron, Zirabo, Dhaka, Savar",Dhaka,Savar,2002
Scandex Knitwear Ltd.,Knit,5.0,1700.0,800,910000,"Shirt ,Pants ,Jacket","87, Beron, Zirabo, Dhaka, Dhaka",Dhaka,Dhaka,2004
Scandex Knitwear Ltd. (U-2),Woven,1.0,2000.0,1200,1137500,"T-Shirts ,Jacket ,Sweater ,Pant","Plot # 45-48, AEPZ, Adamjee Nagar, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2009
Scarlet Knitwears Ltd.,Knit,5.0,600.0,190,3000000,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # B-160-163, BSCIC I/E, Narayanganj, Fatullah",Narayanganj,Fatullah,2007
Sea Bird Apparels Ltd.,Woven,5.0,175.0,70,36000,"Jackets ,Jugging Suits ,Trousers","16 (110/4) Atish Dipankor Road, Central Bashaboo, Dhaka, Bashaboo",Dhaka,Bashaboo,1992
Sea Blue Textile Ltd.,Knit,5.0,950.0,350,100000,"T-Shirts ,Polo Shirts","Plot # 10, 11, Sector # 6, Chittagong, CEPZ",Chittagong,CEPZ,2007
Sea Blue Textile Ltd. (Garments Division),Knit,5.0,750.0,210,1190738,"T-Shirts ,Pants","Plot # 10-11, Sector # 06, Chittagong, CEPZ",Chittagong,CEPZ,2013
Sea Level Textile Ltd.,Woven,1.0,167.0,107,130000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","248-B/264-A, New Chaktai, Amanat Siddique Tower, Shah Amanat Road, Chaktai, Chittagong, Chittagong",Chittagong,Chittagong,2023
Sea Moss Knitwear Ltd.,Knit,5.0,160.0,88,150000,"Polar Fleece Jackets ,Basic T-Shirts ,Polo Shirts ,Tank Tops","241, Rokeya Sarani, West Shewrapara, Dhaka, Mirpur",Dhaka,Mirpur,2001
Sea Shore Apparels Ltd.,Knit,5.0,453.0,200,84000,"Shirts ,Pants ,Knit Items","687, CDA R/A, Road # 20, Chittagong, Agrabad",Chittagong,Agrabad,1995
Sea Tex Limited,Knit,5.0,1850.0,720,25000,Knit Garments,"Plot # 8 & 9, Section # 6, Chittagong, CEPZ",Chittagong,CEPZ,1995
Sea View Knit Composite Ltd.,Knit,5.0,400.0,140,150000,"T-Shirts ,Polo Shirts ,Rugby ,Tank Tops","Kunia, K.B. Bazar (Baro Bari), Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2008
Seacotex Fabrics Ltd.,Knit,5.0,1400.0,700,60000,Knit Garments,"Sanarpar,Siddirganj, Narayanganj, Narayangonj",Narayanganj,Narayangonj,1997
Seagull Fashion Ltd.,Sweater,5.0,300.0,150,40000,Sweater,"Wahab Munshi Complex, Joy bangla Road, South Kaliakoir, Gazipur, National University",Gazipur,National University,2013
Searock Apparels Limited,Woven,5.0,360.0,155,76000,"Shirts ,Skirts ,Jackets","Plot # 98, Chaydona, Gazipur, Gazipur",Gazipur,Gazipur,1992
Seasons 6 Ltd.,Knit,5.0,350.0,186,156000,"Shirts ,Pants ,T-Shirts","House # 2250/B/1, Uttarkhan Primary School Rd., Dhaka, Uttarkhan",Dhaka,Uttarkhan,2012
Seasons Creations Ltd.,Woven,5.0,488.0,310,90000,"Shirts ,Jackets ,Pants ,Skirts","612/559, Nazir Saleh Complex, Chittagong, Pahartoli",Chittagong,Pahartoli,2003
Seasons Dresses Ltd.,Woven,5.0,1637.0,913,310000,"Denim Pants ,Cargo Trousers","Dag # 932, Mouza-111, Kha Para Road, Sataish, Gazipur, Tongi",Gazipur,Tongi,2008
Seasons Sweaters Ltd.,Sweater,5.0,880.0,500,120000,Sweaters,"Baipail, Dhaka, Savar",Dhaka,Savar,2004
Secotex Limited.,Woven,5.0,400.0,200,40000,"Jackets ,Pants ,Jogging Suits","Hazi Habibullah Super Market, East Jurain, Dhaka, Jatrabari",Dhaka,Jatrabari,1997
Section Seven Apparels Ltd.,Woven,5.0,3120.0,2350,700000,"Shirts ,Pants ,Ladies Wears","Plot # 1 & 2, Sector # 6/A, Chittagong, CEPZ",Chittagong,CEPZ,2010
Section Seven International Ltd.,Woven,5.0,293.0,208,136000,"Sharts ,Pants","Plot # 1-14, Sector # 2 & SFB-2, (3rd Floor), Block # A, Nilphamari, Uttara EPZ",Nilphamari,Uttara EPZ,2013
Section Seven Ltd.,Woven,5.0,4200.0,2360,780000,"Shirts ,Fashionwears ,Pants","Plot # 21-26 (Part), Road # 4, Sector # 3, Chittagong, CEPZ",Chittagong,CEPZ,2006
Seema Garments Ltd.,Woven,5.0,368.0,134,5000,"Shirts ,Dresses ,Shorts ,Trousers","201/A, M.N. Plaza, Rampur, Eidgah, DT Road, Chittagong","201/A, M.N. Plaza, Rampur, Eidgah, DT Road",Chittagong,1986
Seema Knit Composite Industries Ltd.,Knit,1.0,0.0,0,390000,,"Road # 101, House # 16, Gulshan-2, Dhaka, Dhaka",Dhaka,Dhaka,2021
Seha Apparels Int'l Ltd.,Woven,5.0,550.0,235,124800,"Shirts ,Blouses ,Trousers","H-79, Block # C, Int'l Airport Road, Dhaka, Banani",Dhaka,Banani,1994
Seha Design (BD) Ltd.,Woven,5.0,335.0,117,80000,"Ladies Shirts ,Jackets ,Trousers","Plot # 4, Road # 1, Section # 11, Dhaka, Mirpur",Dhaka,Mirpur,1999
Seha Fashion (BD) Ltd.,Woven,5.0,350.0,195,41600,"Jackets ,Overalls ,Trousers","Choydana, Gazipur, Joydevpur",Gazipur,Joydevpur,2001
Seha International Bangladesh Ltd.,Woven,5.0,509.0,228,100000,"Shirts ,Trousers","Plot # 9, Block - C, Tongi I/A, Himardighi, Gazipur, Tongi",Gazipur,Tongi,1992
Seibu Fashions Ltd.,Knit,5.0,420.0,140,613000,"T-Shirts ,Polo Shirts ,Tank Top","Kasorghar, Mymensingh, Valuka",Mymensingh,Valuka,1997
Selection Fashion Wear Ltd.,Knit,5.0,475.0,215,750000,"T-Shirts ,Polo Shirts ,Panties ,Bra","1060, S.K. Market, Shah Amanat Bridge Connection Rd., Chittagong, Bahaddarhat",Chittagong,Bahaddarhat,2008
